fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.920941,0.0,0.856449,0.000244,0.007058,841.0
1,0.920181,0.0,0.850291,0.000253,0.00748,837.0
2,0.930924,0.0,0.847431,0.000189,0.006031,833.0
3,0.912229,0.0,0.860725,0.000297,0.008063,841.0
4,0.929395,0.0,0.822244,0.000213,0.006662,844.0
Mean,0.922734,0.0,0.847428,0.000239,0.007059,839.2
