fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.936826,0.0,0.948715,0.00013,0.00643,30.0
1,0.941844,0.0,0.957635,0.000174,0.006063,29.0
2,0.920394,0.0,0.952823,0.000157,0.006976,31.0
3,0.922445,0.0,0.946668,0.000163,0.007016,29.0
4,0.928278,0.0,0.95379,0.000156,0.007037,33.0
Mean,0.929957,0.0,0.951926,0.000156,0.006704,30.4
