fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.925592,0.83039,0.0,0.934088,0.828512,0.174946,0.320602,53.0
1,,0.945812,0.880447,0.0,0.931209,0.824096,0.099203,0.251977,58.0
2,,0.93706,0.863292,0.0,0.939041,0.833572,0.117809,0.268616,60.0
3,,0.930229,0.851559,0.0,0.923582,0.813029,0.145329,0.312906,61.0
4,,0.928416,0.839764,0.0,0.925146,0.820156,0.147143,0.317622,64.0
Mean,,0.9334218,0.8530903999999999,0.0,0.9306132,0.8238730000000001,0.136886,0.29434459999999996,59.2
