fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.837687,0.497677,0.0,0.815854,0.661286,0.012188,0.082301,32.0
1,,0.772294,0.253982,1e-05,0.737199,0.59819,0.016927,0.099922,24.0
2,,0.840643,0.541278,0.0,0.822303,0.663983,0.011927,0.086847,28.0
3,,0.842085,0.554559,0.0,0.826904,0.6884,0.012092,0.082245,28.0
4,,0.856297,0.609385,0.0,0.824147,0.676432,0.00854,0.073456,32.0
Mean,,0.8298012,0.49137620000000004,2.0000000000000003e-06,0.8052813999999999,0.6576582,0.0123348,0.08495420000000001,28.8
