fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.429226,0.006438,0.0,0.236397,0.178552,0.000543,0.019894,133.0
1,,0.513742,0.109304,0.0,0.314402,0.239291,0.000626,0.021937,129.0
2,,0.466618,-0.316542,0.0,0.321791,0.24245,0.000948,0.02678,124.0
3,,0.543966,0.141044,0.0,0.415741,0.306334,0.00065,0.022399,136.0
4,,0.548063,0.219738,0.0,0.388515,0.279695,0.00053,0.019752,118.0
Mean,,0.5003230000000001,0.0319964,0.0,0.3353692,0.24926440000000002,0.0006594,0.0221524,128.0
