fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.456578,-0.243333,3.4e-05,0.273643,0.200309,0.001709,0.034998,76.0
1,,0.496719,-0.103031,5e-06,0.413294,0.292414,0.001516,0.032742,76.0
2,,0.342751,-0.660572,0.002438,0.226842,0.167361,0.002282,0.040315,76.0
3,,0.466604,-0.051005,3.6e-05,0.371496,0.262192,0.00136,0.030985,72.0
4,insufficient_data,0.985409,-0.090125,0.014591,0.316228,0.182574,0.003044,0.054983,4.0
Mean,,0.5496122,-0.22961320000000002,0.0034208000000000003,0.3203006,0.22096999999999997,0.0019822,0.0388046,60.8
