fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.788061,0.393888,8e-06,0.442337,0.36282,0.01423,0.085058,23.0
1,,0.769591,0.32444,1.8e-05,0.470605,0.380737,0.016748,0.093365,23.0
2,,0.972704,0.874844,0.0,0.846879,0.720577,0.00396,0.04732,13.0
3,,0.802625,0.438191,2.1e-05,0.299716,0.225618,0.009292,0.07419,20.0
4,,0.882157,0.496492,3e-06,0.540951,0.407804,0.010026,0.0748,17.0
Mean,,0.8430276000000001,0.505571,1e-05,0.5200976,0.4195112,0.0108512,0.0749466,19.2
