fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.854485,0.706372,0.0,0.852851,0.725906,0.29056,0.450497,521.0
1,,0.739398,0.315011,0.0,0.722384,0.59617,0.677463,0.651047,546.0
2,,0.858814,0.713836,0.0,0.85939,0.732185,0.287025,0.443017,519.0
3,,0.794661,0.56962,0.0,0.807469,0.679089,0.326893,0.504057,145.0
4,,0.782373,0.459523,0.0,0.789314,0.660697,0.55089,0.605571,453.0
Mean,,0.8059462,0.5528723999999999,0.0,0.8062815999999999,0.6788093999999999,0.4265662,0.5308378,436.8
