fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.922848,0.764762,0.0,0.912047,0.801045,0.22208,0.365792,61.0
1,,0.634244,0.113188,0.0,0.677017,0.540451,0.869267,0.76439,60.0
2,,0.933623,0.786177,0.0,0.92793,0.810818,0.228515,0.373702,76.0
3,,0.940035,0.780903,0.0,0.936398,0.832972,0.230009,0.393135,62.0
4,,0.811605,0.282579,0.0,0.854833,0.711907,0.843818,0.751079,53.0
Mean,,0.848471,0.5455218000000001,0.0,0.861645,0.7394386000000001,0.47873780000000005,0.5296196,62.4
