fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.930779,0.818334,0.0,0.931069,0.77587,0.182444,0.344148,672.0
1,,0.808209,0.304687,0.0,0.811362,0.609734,0.728613,0.725025,557.0
2,,0.932062,0.820308,0.0,0.931807,0.77703,0.178744,0.341638,665.0
3,,0.931313,0.817698,0.0,0.930395,0.77323,0.167505,0.330417,533.0
4,,0.861704,0.370324,0.0,0.861033,0.687182,0.666797,0.682176,285.0
Mean,,0.8928134,0.6262702000000001,0.0,0.8931332,0.7246092,0.3848206,0.4846808,542.4
