fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.875694,0.739402,0.0,0.777748,0.652712,0.29237,0.433693,1157.0
1,,0.75132,0.340498,0.0,0.612886,0.506318,0.709435,0.716258,1270.0
2,,0.876356,0.734919,0.0,0.790624,0.663567,0.287918,0.441835,1228.0
3,,0.806238,0.545542,0.0,0.73925,0.608129,0.25027,0.400996,513.0
4,,0.804394,0.46885,0.0,0.685086,0.569411,0.606411,0.656765,1084.0
Mean,,0.8228004,0.5658422,0.0,0.7211188,0.6000274,0.4292808,0.5299094,1050.4
