fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.929558,0.833534,0.0,0.911408,0.734353,0.166024,0.31533,628.0
1,,0.849783,0.480493,0.0,0.83411,0.636576,0.575579,0.621663,712.0
2,,0.925193,0.82036,0.0,0.920319,0.748599,0.180573,0.334534,719.0
3,,0.926636,0.82121,0.0,0.918597,0.747745,0.187201,0.340208,880.0
4,,0.834423,0.455568,0.0,0.820361,0.618042,0.554128,0.624464,877.0
Mean,,0.8931186,0.682233,0.0,0.880959,0.697063,0.332701,0.4472398,763.2
