fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.93659,0.836596,0.0,0.936272,0.784828,0.164103,0.325102,672.0
1,,0.83351,0.415042,0.0,0.838987,0.640362,0.612973,0.658786,557.0
2,,0.938503,0.841448,0.0,0.937561,0.788073,0.157716,0.32068,665.0
3,,0.932786,0.823934,0.0,0.931372,0.774457,0.161775,0.325983,533.0
4,,0.837586,0.312553,0.0,0.838397,0.661492,0.727973,0.70959,285.0
Mean,,0.895795,0.6459146,0.0,0.8965178,0.7298424,0.36490799999999995,0.4680282,542.4
