fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.210055,0.000432,0.24823,0.189113,0.321402,277.0
1,0.118575,0.057163,0.111804,0.337559,0.463264,258.0
2,0.30112,0.0,0.234484,0.211754,0.365451,299.0
3,0.235162,0.000965,0.294535,0.298428,0.432463,194.0
4,0.105407,0.074096,0.097018,1.151511,1.030019,288.0
Mean,0.194064,0.026531,0.197214,0.437673,0.52252,263.2
