fold,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,0.920925,0.834487,0.0,0.912137,0.747407,0.161168,0.310324,1080
1,0.886696,0.758488,0.0,0.878835,0.698137,0.246927,0.388422,1140
2,0.914634,0.817938,0.0,0.905372,0.733226,0.189548,0.343188,1131
3,0.905677,0.797621,0.0,0.898644,0.728523,0.196661,0.348758,1024
4,0.777577,0.399403,0.0,0.784535,0.585112,0.570833,0.605045,1173
