epoch,step,train_loss_epoch,train_loss_step,val/mae,val/rmse,val_loss
0,1,,,0.488940954208374,0.5242027640342712,0.2747885584831238
0,1,0.3420308530330658,,,,
1,3,,,0.17993280291557312,0.2261989861726761,0.051165975630283356
1,3,0.2389144003391266,,,,
2,5,,,0.2956676483154297,0.35867899656295776,0.12865062057971954
2,5,0.6497983336448669,,,,
3,7,,,0.29807910323143005,0.3390759527683258,0.11497249454259872
3,7,0.08662618696689606,,,,
4,9,,,0.3797864615917206,0.42414745688438416,0.17990103363990784
4,9,0.14115644991397858,,,,
5,11,,,0.4005531668663025,0.4425452947616577,0.1958463340997696
5,11,0.19231939315795898,,,,
6,13,,,0.3957549035549164,0.43816685676574707,0.1919901818037033
6,13,0.20398613810539246,,,,
7,15,,,0.37398213148117065,0.4186401665210724,0.17525959014892578
7,15,0.19708076119422913,,,,
8,17,,,0.3361976742744446,0.38177043199539185,0.14574865996837616
8,17,0.177078515291214,,,,
9,19,,,0.2811342179775238,0.32005661725997925,0.10243622958660126
9,19,0.14247843623161316,,,,
10,21,,,0.1928638368844986,0.23145924508571625,0.0535733699798584
10,21,0.0960373505949974,,,,
11,23,,,0.15120065212249756,0.20178449153900146,0.0407169908285141
11,23,0.04989687353372574,,,,
12,25,,,0.2186960130929947,0.2679058909416199,0.07177357375621796
12,25,0.051996417343616486,,,,
13,27,,,0.17249126732349396,0.22306981682777405,0.049760133028030396
13,27,0.0644121840596199,,,,
14,29,,,0.1432551145553589,0.18918077647686005,0.0357893705368042
14,29,0.04741353541612625,,,,
15,31,,,0.15238791704177856,0.19576142728328705,0.03832253813743591
15,31,0.03964480757713318,,,,
16,33,,,0.16449156403541565,0.20542533695697784,0.042199570685625076
16,33,0.044276878237724304,,,,
17,35,,,0.16470171511173248,0.20538301765918732,0.042182181030511856
17,35,0.04523414745926857,,,,
18,37,,,0.15678168833255768,0.1985529512166977,0.03942326828837395
18,37,0.04511962831020355,,,,
19,39,,,0.14620746672153473,0.19084486365318298,0.0364217646420002
19,39,0.0419454462826252,,,,
20,41,,,0.14113271236419678,0.18739166855812073,0.03511564061045647
20,41,0.03685738518834114,,,,
21,43,,,0.1437470018863678,0.18982139229774475,0.03603217005729675
21,43,0.03646833822131157,,,,
22,45,,,0.146929070353508,0.19366754591464996,0.03750711679458618
22,45,0.037518590688705444,,,,
23,47,,,0.14712457358837128,0.19373999536037445,0.03753518685698509
23,47,0.041674330830574036,,,,
24,49,,0.04680144041776657,,,
24,49,,,0.1445428729057312,0.19091695547103882,0.036449283361434937
24,49,0.03813418000936508,,,,
25,51,,,0.1419675648212433,0.1881735771894455,0.03540929779410362
25,51,0.03792586177587509,,,,
26,53,,,0.14121846854686737,0.18692494928836823,0.034940943121910095
26,53,0.03640197589993477,,,,
27,55,,,0.14073272049427032,0.18684683740139008,0.03491174057126045
27,55,0.036343131214380264,,,,
28,57,,,0.14105598628520966,0.18714763224124908,0.035024236887693405
28,57,0.03640475124120712,,,,
29,59,,,0.14118389785289764,0.18725979328155518,0.035066232085227966
29,59,0.03758852556347847,,,,
30,61,,,0.14116297662258148,0.18710923194885254,0.03500986471772194
30,61,0.03552933782339096,,,,
31,63,,,0.14105907082557678,0.18692925572395325,0.03494254872202873
31,63,0.03725624457001686,,,,
32,65,,,0.1409119963645935,0.18689875304698944,0.03493114560842514
32,65,0.036029838025569916,,,,
33,67,,,0.14103901386260986,0.187069833278656,0.03499512001872063
33,67,0.0350448414683342,,,,
34,69,,,0.14202144742012024,0.1873444765806198,0.03509794920682907
34,69,0.035884786397218704,,,,
35,71,,,0.14278216660022736,0.18763817846775055,0.0352080836892128
35,71,0.03286494314670563,,,,
36,73,,,0.1432257443666458,0.1877993494272232,0.035268593579530716
36,73,0.03472196310758591,,,,
37,75,,,0.14342015981674194,0.18783722817897797,0.03528282418847084
37,75,0.03355243057012558,,,,
38,77,,,0.14330202341079712,0.18770144879817963,0.035231832414865494
38,77,0.03442809358239174,,,,
39,79,,,0.14300231635570526,0.18750837445259094,0.0351593904197216
39,79,0.03723612800240517,,,,
40,81,,,0.14286479353904724,0.18736261129379272,0.035104747861623764
40,81,0.03558868169784546,,,,
41,83,,,0.14291271567344666,0.1873181015253067,0.03508807346224785
41,83,0.03346953168511391,,,,
42,85,,,0.1429937332868576,0.18731801211833954,0.03508803993463516
42,85,0.03566961735486984,,,,
43,87,,,0.14317771792411804,0.1873771995306015,0.03511021286249161
43,87,0.03542216867208481,,,,
44,89,,,0.14345085620880127,0.18747545778751373,0.0351470410823822
44,89,0.03308774530887604,,,,
45,91,,,0.14376795291900635,0.18760575354099274,0.03519591689109802
45,91,0.03619330748915672,,,,
46,93,,,0.1440613716840744,0.18772946298122406,0.03524234890937805
46,93,0.03465976193547249,,,,
47,95,,,0.14436301589012146,0.18787148594856262,0.035295695066452026
47,95,0.03481043130159378,,,,
48,97,,,0.1446274071931839,0.18800224363803864,0.035344842821359634
48,97,0.03468893840909004,,,,
49,99,,0.04317622259259224,,,
49,99,,,0.1449473798274994,0.1881803572177887,0.03541184589266777
49,99,0.0351749025285244,,,,
