fold,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,0.542122,0.133981,0.0,0.49548,0.352739,1.041118,0.732213,877
1,0.41127,-0.104704,0.0,0.415412,0.284244,1.328062,0.873885,877
2,0.483498,0.027046,0.0,0.408409,0.279953,1.169674,0.79918,877
3,0.393564,-0.137001,0.0,0.410022,0.280873,1.366889,0.861936,877
4,0.514776,0.084101,0.0,0.532755,0.374007,1.101083,0.759034,877
