fold,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,0.849742,0.701071,0.0,0.816635,0.639336,0.28573,0.412682,3671
1,0.854583,0.709736,0.0,0.825783,0.650365,0.285777,0.41459,3667
2,0.794885,0.588444,0.0,0.766897,0.584621,0.4059,0.508882,3542
3,0.867071,0.724535,0.0,0.853665,0.670179,0.219686,0.357891,2700
4,0.670663,0.285595,0.0,0.625857,0.454736,0.703617,0.672687,3324
