fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.924208,0.846166,0.0,0.913735,0.791739,0.1662,0.328195,324.0
1,,0.891922,0.777744,0.0,0.890003,0.765988,0.237277,0.408051,350.0
2,,0.895177,0.786358,0.0,0.888114,0.764377,0.22233,0.394071,389.0
3,,0.914842,0.822128,0.0,0.913409,0.794312,0.194837,0.369684,249.0
4,,0.653658,0.192411,0.0,0.640483,0.528076,0.619689,0.636474,244.0
Mean,,0.8559614,0.6849613999999999,0.0,0.8491488,0.7288984000000001,0.2880666,0.427295,311.2
