quantified_toxicity,Formulation,Helper_lipid_ID,Comment,mRNA/Cells,Lipid_name,MolWt,Experiment_ID,Cargo_type,Model_type,Experiment_weight,unnormalized_delivery,toxicity_class,delivery_class,unnormalized_toxicity
0.95,Liu_iphos,MDOA,,5.0,11A1-P9,6.405152422082331,Liu_iphos,mRNA,IGROV1,0.3,2.0,0.0,2.0,0.95
0.95,Liu_iphos,MDOA,,5.0,11A1-P10,6.428074577544685,Liu_iphos,mRNA,IGROV1,0.3,2.0,0.0,2.0,0.95
0.95,Liu_iphos,MDOA,,5.0,11A1-P11,6.450483060294962,Liu_iphos,mRNA,IGROV1,0.3,2.0,0.0,2.0,0.95
0.95,Liu_iphos,MDOA,,5.0,11A1-P12,6.472400388864667,Liu_iphos,mRNA,IGROV1,0.3,2.0,0.0,2.0,0.95
0.95,Liu_iphos,MDOA,,5.0,11A1-P13,6.4938476327298496,Liu_iphos,mRNA,IGROV1,0.3,3.0,0.0,2.0,0.95
0.95,Liu_iphos,MDOA,,5.0,11A1-P14,6.51484453403269,Liu_iphos,mRNA,IGROV1,0.3,2.0,0.0,2.0,0.95
0.95,Liu_iphos,MDOA,,5.0,11A1-P15,6.5354096167846585,Liu_iphos,mRNA,IGROV1,0.3,2.0,0.0,2.0,0.95
0.95,Liu_iphos,MDOA,,5.0,11A1-P16,6.55556028506511,Liu_iphos,mRNA,IGROV1,0.3,2.0,0.0,2.0,0.95
0.95,Liu_iphos,MDOA,,5.0,12A1-P4,6.381692490318398,Liu_iphos,mRNA,IGROV1,0.3,2.0,0.0,2.0,0.95
0.95,Liu_iphos,MDOA,,5.0,12A1-P5,6.405152422082331,Liu_iphos,mRNA,IGROV1,0.3,2.0,0.0,2.0,0.95
0.95,Liu_iphos,MDOA,,5.0,12A1-P6,6.428074577544685,Liu_iphos,mRNA,IGROV1,0.3,2.0,0.0,2.0,0.95
0.95,Liu_iphos,MDOA,,5.0,12A1-P7,6.450483060294962,Liu_iphos,mRNA,IGROV1,0.3,2.0,0.0,2.0,0.95
0.95,Liu_iphos,MDOA,,5.0,12A1-P8,6.472400388864667,Liu_iphos,mRNA,IGROV1,0.3,2.0,0.0,2.0,0.95
0.95,Liu_iphos,MDOA,,5.0,12A1-P9,6.4938476327298496,Liu_iphos,mRNA,IGROV1,0.3,2.0,0.0,2.0,0.95
