fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.137025,0.478448,0.147591,0.007616,0.063739,29.0
1,-0.028074,0.887233,0.043526,0.011747,0.080539,28.0
2,0.086131,0.669257,0.017402,0.006031,0.056476,27.0
3,0.125315,0.509368,0.128005,0.00732,0.067271,30.0
4,0.209317,0.266949,0.262215,0.00861,0.069514,30.0
Mean,0.105943,0.562251,0.119748,0.008265,0.067508,28.8
