fold,pearson,r2,spearman,mse,mae,n_vals,note
0,0.08331947548724229,-0.09195286971533467,0.16713608981777034,0.0007800730329518661,0.023506962916666648,112.0,
1,0.18813167708411188,-0.027860017764861134,0.19140499083270524,0.0007200483027593978,0.02287599480825959,113.0,
2,0.0375038514117402,-0.17428936719462507,0.07812010306120842,0.0008140936654183829,0.02327864896969695,110.0,
3,0.003251088912869537,-2.580613969074933,-0.04754437587405289,0.0024185852096757993,0.04571464601139601,117.0,
4,0.15816383594727448,-0.06815225910307388,0.1532193154428512,0.0007309863839422997,0.02344184994252873,116.0,
Mean,0.09407398576864767,-0.5885736965705656,0.10846722465609646,0.0010927573189495493,0.027763620529709588,113.6,
