fold,pearson,r2,spearman,mse,mae,n_vals,note
0,0.7359113591953054,0.2537052981554754,0.6672552702890039,0.013941739682722255,0.09968370390833332,24.0,
1,0.776690089172486,0.24831709145552738,0.7955500550339918,0.016956723662850882,0.10696256932499998,24.0,
2,0.8873926129790672,0.5692979424761926,0.8782676086307573,0.010934458744502655,0.08999566084375,16.0,
3,0.7293373429712666,0.36661755202113944,0.9118446022395824,0.013431140712945197,0.09873901407499998,24.0,
4,0.7839213192995764,0.4481438435520364,0.8052478523644785,0.012510957954641145,0.09287569309583332,24.0,
Mean,0.7826505447235403,0.3772163455320742,0.8116330777115628,0.013555004151532426,0.09765132824958331,22.4,
