fold,pearson,r2,spearman,mse,mae,n_vals,note
0,0.8464454280198803,0.6876535631457258,0.8475918001496103,0.004769869921738031,0.04808808848011696,57.0,
1,0.8468057003329429,0.6586287381603668,0.7824099921305411,0.006418357045471135,0.06073926269122806,57.0,
2,0.8820231838488845,0.7255540753517014,0.8656228798550977,0.004933091122816113,0.05295519707121213,66.0,
3,0.8856806554100017,0.6217517223791729,0.8281084502211118,0.0063592012315519695,0.06558192450222222,60.0,
4,0.881225819065771,0.6916529061447377,0.860480006223809,0.00486051021510733,0.05474957566777778,60.0,
Mean,0.8684361573354961,0.677048201036341,0.8368426257160341,0.005468205907336916,0.056422809682511434,60.0,
