fold,pearson,r2,spearman,mse,mae,n_vals,note
0,0.24176914697644245,0.0027232517972457515,0.2614286924129882,0.001595810017006239,0.03031534039107142,56.0,
1,0.10212740876122016,-0.044428001326015654,0.1376959788639106,0.0012781732825691502,0.03029279463749999,56.0,
2,0.10509453745047849,-0.042660955549720825,0.12202654099942277,0.001599620147718368,0.030506683331481477,54.0,
3,0.08026721422906628,-0.6911941437834628,0.06924463371676488,0.0028039359844511686,0.045772544740740745,54.0,
4,0.0376099043759446,-0.14919741206971815,0.09391931256777379,0.0019531411232429777,0.03586146756499999,60.0,
Mean,0.11337364235863039,-0.18495145218633433,0.13686303171217204,0.0018461361109975809,0.03454976613315873,56.0,
