fold,pearson,r^2,pearson_p_val,spearman,kendall,rmse,n_vals,note
0,0.5467604161874547,0.29894695270947874,3.988532211886197e-05,0.3441412837280471,0.2788072232924394,0.08572894636878797,50,
1,0.525849424038076,0.27651761676117625,0.00014709863331968648,0.25099016831044546,0.19975265211848442,0.09344221336903144,47,
2,0.4820273599284782,0.2323503757196187,0.0009223901638540384,0.32010589222276226,0.26058025739283397,0.09625525455081761,44,
3,0.4591907799552128,0.21085617239587665,0.0009040280995371941,0.3635358216869139,0.31955436959920513,0.0412516781760819,49,
4,0.5259846160455471,0.27665981631658165,4.413444200131559e-05,0.4596387074410362,0.36556880747048387,0.08921104175977233,54,
