fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.397483,0.0,0.337761,0.298591,0.461566,504.0
1,0.114325,0.011927,0.11298,1.092985,1.020904,483.0
2,0.404992,0.0,0.334231,0.312262,0.474244,478.0
3,0.383662,0.0,0.376151,0.29083,0.459193,402.0
4,0.141079,0.002101,0.13891,0.826974,0.869882,473.0
Mean,0.288308,0.002806,0.260007,0.564328,0.657158,468.0
