Ionizable_Lipid_Mol_Ratio,Phospholipid_Mol_Ratio,Cholesterol_Mol_Ratio,PEG_Lipid_Mol_Ratio,Ionizable_Lipid_to_mRNA_weight_ratio,Dose/Cells,Num_tails,Num_carbon_in_tail,MolWt,Helper_lipid_ID_DOPE,Helper_lipid_ID_DSPC,Cargo_type_mRNA,Cargo_type_siRNA,Model_type_HeLa,Model_type_HepG2,Model_type_IGROV1,Model_type_MDA_MB
17.3,12.5,24.2,1.0,10.0,3.4339872044851463,2.0,12,6.272582623597118,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6.5,1.0,26.6,24.2,7.027330447330451,3.195584058436354,8.0,10,7.57505938542456,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
35.0,16.0,46.5,2.5,10.0,3.044522437723423,2.0,9,6.3059777974469275,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
46.3,9.4,42.7,1.6,31.207503108761173,5.524097538401792,8.0,14,7.670331502559067,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
17.3,12.5,24.2,1.0,10.0,3.4339872044851463,3.0,14,7.135753427647319,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23.80952381,23.80952381,47.61904762,4.761904762,10.19245476,3.2764326644371877,2.0,6,6.556808185258605,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40.0,19.352318548387107,37.238135264451074,1.7277750000000007,10.0,3.4339872044851463,2.0,13,6.357712275390643,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
15.0,15.0,30.0,3.0,20.0,3.9318256327243257,9.0,8,7.711249471934283,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
35.0,16.0,46.5,2.5,10.0,3.044522437723423,2.0,6,6.253334458633961,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
40.0,15.346706989247323,29.530453898874978,1.3701540000000008,10.0,3.4339872044851463,2.0,10,6.126253273956442,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23.80952381,23.80952381,47.61904762,4.761904762,16.21769967,3.726759104381723,4.0,6,7.246375207660808,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
35.0,16.0,46.5,2.5,10.0,3.044522437723423,2.0,7,6.278112334871712,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
40.0,20.225907258064524,38.91911289279712,1.8057690000000004,10.0,3.4339872044851463,2.0,13,6.401789493714465,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35.0,16.0,46.5,2.5,10.0,3.044522437723423,3.0,5,6.493682732936358,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
40.0,17.534711021505387,33.74065692486748,1.5654990000000009,10.0,3.4339872044851463,2.0,13,6.259262101410619,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35.0,16.0,46.5,2.5,10.0,3.044522437723423,3.0,5,6.57653781184498,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
56.49717514,0.0,43.50282486,0.0,22.13909774,5.404436992308869,5.0,10,7.295226123718023,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
15.0,15.0,30.0,3.0,20.0,3.9318256327243257,9.0,6,7.658641038387096,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
21.446561266603467,20.787634408602145,40.0,1.8559199999999996,10.0,3.4339872044851463,4.0,13,7.0517049622564905,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
15.0,15.0,30.0,3.0,20.0,3.9318256327243257,9.0,10,7.59741087103518,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
26.284784405199694,20.78763440860215,40.0,1.8559199999999996,10.0,3.4339872044851463,4.0,12,6.848474378967058,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35.0,16.0,46.5,2.5,10.0,3.044522437723423,2.0,6,6.199934972709498,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
