fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.401049,0.0,0.448608,0.003797,0.037398,841.0
1,0.370218,0.0,0.444279,0.004114,0.040414,837.0
2,0.401777,0.0,0.447722,0.003489,0.042331,833.0
3,0.406725,0.0,0.466095,0.00384,0.038986,841.0
4,0.430563,0.0,0.440223,0.003114,0.035443,844.0
Mean,0.402066,0.0,0.449385,0.003671,0.038914,839.2
