fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.951936,0.0,0.959658,0.001808,0.027726,41.0
1,0.967858,0.0,0.968314,0.001282,0.023905,38.0
2,0.920667,0.0,0.92335,0.002337,0.03217,43.0
3,0.955668,0.0,0.957974,0.001534,0.025346,42.0
4,0.957253,0.0,0.963828,0.001418,0.021864,40.0
Mean,0.950676,0.0,0.954625,0.001676,0.026202,40.8
