fold,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,0.914221,0.82205,0.0,0.903857,0.753605,0.170093,0.289387,3671
1,0.778246,0.540611,0.0,0.753971,0.57369,0.452288,0.529636,3667
2,0.830503,0.650892,0.0,0.819809,0.641309,0.344311,0.444562,3542
3,0.74652,0.465328,0.0,0.746859,0.555487,0.426406,0.512036,2700
4,0.747913,0.42777,0.0,0.736946,0.555622,0.563589,0.59976,3324
