quantified_toxicity,Formulation,Helper_lipid_ID,Comment,mRNA/Cells,Lipid_name,MolWt,Experiment_ID,Cargo_type,Model_type,Experiment_weight,unnormalized_delivery,toxicity_class,delivery_class,unnormalized_toxicity
0.9750957854,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2693",2.5,2A2-3T,6.632134838371347,Lee_unsat,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.9750957854
0.9731800766,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2694",2.5,2A9-3T,6.536682901901323,Lee_unsat,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.9731800766
0.9750957854,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2695",2.5,2A9V-3T,6.556808185258605,Lee_unsat,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.9750957854
1.0,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2696",2.5,3A4-3T,6.9279891858129465,Lee_unsat,mRNA,IGROV1,1.0,2.0,0.0,1.0,1.0
1.0,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2697",2.5,4A1-3T,7.246375207660808,Lee_unsat,mRNA,IGROV1,1.0,2.0,0.0,1.0,1.0
1.0,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2698",2.5,4A3-3T,7.206325361340523,Lee_unsat,mRNA,IGROV1,1.0,4.0,0.0,2.0,1.0
0.9559386973,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2699",2.5,6A3-3T,7.57546054129233,Lee_unsat,mRNA,IGROV1,1.0,2.0,0.0,1.0,0.9559386973
1.0,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2700",2.5,2A2-3C,6.632134838371347,Lee_unsat,mRNA,IGROV1,1.0,2.0,0.0,1.0,1.0
1.0,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2701",2.5,2A9-3C,6.536682901901323,Lee_unsat,mRNA,IGROV1,1.0,0.0,0.0,0.0,1.0
1.0,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2702",2.5,2A9V-3C,6.556808185258605,Lee_unsat,mRNA,IGROV1,1.0,0.0,0.0,0.0,1.0
0.9521072797,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2703",2.5,3A4-3C,6.9279891858129465,Lee_unsat,mRNA,IGROV1,1.0,2.0,0.0,1.0,0.9521072797
