fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.805763,0.397302,3e-06,0.480551,0.389696,0.01415,0.088335,23.0
1,,0.770732,0.304782,1.7e-05,0.458042,0.371779,0.017236,0.096627,23.0
2,,0.971045,0.876757,0.0,0.846879,0.720577,0.003899,0.046687,13.0
3,,0.840578,0.510719,3e-06,0.246195,0.17548,0.008093,0.07416,20.0
4,,0.860873,0.398454,9e-06,0.571427,0.455781,0.011978,0.08324,17.0
Mean,,0.8497982000000001,0.4976028,6.4e-06,0.5206188,0.42266259999999994,0.0110712,0.0778098,19.2
