fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.931388,0.810735,0.0,0.844758,0.682163,0.002976,0.038439,45.0
1,,0.928211,0.82365,0.0,0.863291,0.708843,0.003301,0.039398,54.0
2,,0.940049,0.857438,0.0,0.878932,0.715743,0.002408,0.036387,48.0
3,,0.938126,0.840937,0.0,0.876306,0.737762,0.0025,0.033677,54.0
4,,0.942619,0.849462,0.0,0.895676,0.76736,0.002597,0.033791,51.0
Mean,,0.9360785999999999,0.8364444000000001,0.0,0.8717926,0.7223742,0.0027564,0.03633840000000001,50.4
