fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.217742,-2.274601,3.3e-05,0.218313,0.178505,0.000978,0.02327,357.0
1,,0.350288,-0.992385,0.0,0.335621,0.274415,0.001287,0.027046,389.0
2,,0.274328,-2.007743,0.0,0.276372,0.225976,0.001788,0.029825,441.0
3,,0.298851,-1.276653,0.0,0.313541,0.256377,0.001456,0.02648,364.0
4,,0.334867,-1.070021,0.0,0.31019,0.253562,0.00121,0.024476,465.0
Mean,,0.2952152,-1.5242806000000002,6.6e-06,0.2908074,0.237767,0.0013437999999999998,0.026219400000000004,403.2
