fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.996542,0.993028,0.0,0.573648,0.483255,2.1e-05,0.00302,33.0
1,,0.998713,0.997407,0.0,0.537076,0.454257,1.5e-05,0.002862,28.0
2,,0.997075,0.994074,0.0,0.698412,0.59783,3.6e-05,0.003206,29.0
3,,0.996901,0.993733,0.0,0.703575,0.600789,3.8e-05,0.003954,22.0
4,,0.998571,0.997131,0.0,0.70895,0.605045,1.8e-05,0.002039,24.0
Mean,,0.9975604,0.9950745999999999,0.0,0.6443322,0.5482351999999999,2.56e-05,0.0030162,27.2
