fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.975353,0.927303,0.0,0.960748,0.890586,0.001764,0.028372,32.0
1,,0.962244,0.910625,0.0,0.927671,0.827889,0.002028,0.032425,24.0
2,,0.974542,0.936948,0.0,0.95884,0.884798,0.001639,0.027448,28.0
3,,0.975019,0.929966,0.0,0.964125,0.904369,0.001901,0.030263,28.0
4,,0.978915,0.934714,0.0,0.96722,0.908554,0.001427,0.025676,32.0
Mean,,0.9732146,0.9279111999999999,0.0,0.9557208000000001,0.8832391999999999,0.0017518,0.028836800000000003,28.8
