fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.969133,0.936829,0.0,0.906413,0.802364,0.000112,0.006427,62.0
1,,0.963691,0.928083,0.0,0.917249,0.812391,0.000124,0.007784,37.0
2,,0.979436,0.958976,0.0,0.873555,0.774582,5.9e-05,0.004612,51.0
3,,0.970535,0.939166,0.0,0.908719,0.806599,0.000108,0.006406,66.0
4,,0.98539,0.969828,0.0,0.953878,0.86623,6e-05,0.004546,48.0
Mean,,0.9736369999999999,0.9465764,0.0,0.9119628000000001,0.8124331999999999,9.26e-05,0.005955,52.8
