fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.995742,0.99028,0.0,0.924982,0.855539,0.000228,0.007682,23.0
1,,0.997575,0.994622,0.0,0.931264,0.864498,0.000133,0.00586,23.0
2,,0.999908,0.999776,0.0,0.986168,0.960769,7e-06,0.001481,13.0
3,,0.997424,0.994479,0.0,0.903265,0.827265,9.1e-05,0.004799,20.0
4,,0.999023,0.997552,0.0,0.965076,0.919559,4.9e-05,0.003651,17.0
Mean,,0.9979343999999999,0.9953417999999999,0.0,0.942151,0.8855260000000001,0.0001016,0.0046946,19.2
