fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.979374,0.952371,0.0,0.941031,0.834559,6.5e-05,0.006269,76.0
1,,0.975072,0.945507,0.0,0.930019,0.812844,7.5e-05,0.006466,76.0
2,,0.981678,0.960621,0.0,0.945313,0.839801,5.4e-05,0.005477,76.0
3,,0.972438,0.938298,0.0,0.944525,0.835317,8e-05,0.006887,72.0
4,insufficient_data,0.993627,0.986046,0.006373,0.632456,0.547723,3.9e-05,0.004407,4.0
Mean,,0.9804378,0.9565686,0.0012746,0.8786688,0.7740488,6.26e-05,0.0059012000000000005,60.8
