fold,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,0.868136,0.678129,0.0,0.567249,0.451368,0.003622,0.036433,912
1,0.851674,0.627014,0.0,0.558108,0.444839,0.003893,0.03912,904
2,0.891608,0.691961,0.0,0.576692,0.454854,0.003395,0.041609,907
3,0.869277,0.679828,0.0,0.580586,0.460232,0.003637,0.037786,912
4,0.877374,0.699688,0.0,0.567864,0.456558,0.00299,0.034581,917
