Formulation,Helper_lipid_ID,Comment,mRNA/Cells,Lipid_name,Experiment_ID,Cargo_type,Model_type,Experiment_weight,quantified_delivery,unnormalized_delivery,Cationic_Lipid_Mol_Ratio,Cationic_Lipid_to_mRNA_weight_ratio,mRNA/cells,toxicity_class,delivery_class,unnormalized_toxicity
Lxue,DOPE,Tox,1.0986122886681098,8-a2-7,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,0.98233
Lxue,DOPE,Tox,1.0986122886681098,8-a2-7b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,8-a2-7b2,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,8-a2-8,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,8-a2-8b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,8-a2-9,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,8-a2-9b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,0.99847
Lxue,DOPE,Tox,1.0986122886681098,8-a2-9b2,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,0.9952
Lxue,DOPE,Tox,1.0986122886681098,8-a3-6b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,0.9867
Lxue,DOPE,Tox,1.0986122886681098,8-a3-7b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,0.97557
Lxue,DOPE,Tox,1.0986122886681098,8-a3-9b2,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,9-a2-7b2,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,9-a2-8b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,9-a2-9b2,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,0.99487
Lxue,DOPE,Tox,1.0986122886681098,9-a3-7b2,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,9-a3-8b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,9-a3-9b2,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,10-a2-6,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,10-a2-7,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,10-a2-8,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,10-a2-8b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,10-a2-9,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,10-a2-9b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,10-a2-9b2,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,10-a3-8b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,0.97517
Lxue,DOPE,Tox,1.0986122886681098,10-a3-9b2,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,0.98303
Lxue,DOPE,Tox,1.0986122886681098,11-a2-6,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,11-a2-6b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,0.9383
Lxue,DOPE,Tox,1.0986122886681098,11-a2-7,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,0.95107
Lxue,DOPE,Tox,1.0986122886681098,11-a2-7b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,0.99573
Lxue,DOPE,Tox,1.0986122886681098,11-a2-7b2,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,0.9988
Lxue,DOPE,Tox,1.0986122886681098,11-a2-8,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,0.9644
Lxue,DOPE,Tox,1.0986122886681098,11-a2-8b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,11-a2-9,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,11-a2-9b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,11-a2-9b2,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,11-a3-9b2,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,0.9475
Lxue,DOPE,Tox,1.0986122886681098,12-a2-6,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,1.0
Lxue,DOPE,Tox,1.0986122886681098,12-a2-6b,Xue_CAD_LNP,mRNA,HeLa,1.0,,,,,,0.0,,0.95697
