fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.241769,0.002723,0.072628,0.261429,0.193602,0.001596,0.030315,56.0
1,,0.102127,-0.044428,0.453872,0.137696,0.097974,0.001278,0.030293,56.0
2,,0.105095,-0.042661,0.449462,0.122027,0.085474,0.0016,0.030507,54.0
3,,0.080267,-0.691194,0.563959,0.069245,0.057536,0.002804,0.045773,54.0
4,,0.03761,-0.149197,0.775416,0.093919,0.067945,0.001953,0.035861,60.0
Mean,,0.1133736,-0.18495140000000002,0.4630674,0.13686320000000002,0.10050619999999999,0.0018461999999999999,0.034549800000000006,56.0
