fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.084706,-0.10279,0.534795,0.142047,0.0886,0.001046,0.026362,56.0
1,,-0.100199,-0.170627,0.4502,-0.10512,-0.077533,0.000967,0.024993,59.0
2,,-0.072412,-0.213562,0.58244,-0.053277,-0.032899,0.001162,0.027849,60.0
3,,-0.07837,-1.671235,0.565883,-0.059854,-0.043649,0.002575,0.041807,56.0
4,,-0.109854,-0.23577,0.415948,-0.098648,-0.063543,0.001243,0.028006,57.0
Mean,,-0.055225800000000005,-0.4787968,0.5098532,-0.0349704,-0.025804800000000006,0.0013986,0.029803399999999997,57.6
