fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.083319,-0.091953,0.382446,0.167136,0.115559,0.00078,0.023507,112.0
1,,0.188132,-0.02786,0.04599,0.191405,0.134139,0.00072,0.022876,113.0
2,,0.037504,-0.174289,0.697286,0.07812,0.056745,0.000814,0.023279,110.0
3,,0.003251,-2.580614,0.972248,-0.047544,-0.041326,0.002419,0.045715,117.0
4,,0.158164,-0.068152,0.089939,0.153219,0.107399,0.000731,0.023442,116.0
Mean,,0.09407399999999999,-0.5885736,0.4375818000000001,0.10846719999999999,0.07450320000000002,0.0010928,0.027763799999999998,113.6
