fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.172541,0.014835,0.165943,0.135621,0.078585,0.001705,0.030868,66.0
1,,0.121269,-0.024503,0.32829,0.047696,0.023663,0.001674,0.030391,67.0
2,,0.077515,-0.04472,0.52359,0.087417,0.060357,0.001689,0.030811,70.0
3,,0.242685,-0.796571,0.051432,0.22089,0.190778,0.001913,0.037866,65.0
4,,0.260924,0.037079,0.031625,0.234459,0.163138,0.001564,0.029617,68.0
Mean,,0.17498680000000003,-0.162776,0.22017599999999998,0.1452166,0.1033042,0.0017089999999999998,0.0319106,67.2
