fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.274309,4e-06,0.202161,0.869212,0.884069,277.0
1,0.28013,5e-06,0.125968,0.556414,0.643864,258.0
2,0.48626,0.0,0.319106,0.173229,0.309694,299.0
3,0.567334,0.0,0.47788,0.140204,0.289427,194.0
4,0.256611,1e-05,0.201645,1.882128,1.354251,288.0
Mean,0.372929,4e-06,0.265352,0.724237,0.696261,263.2
