fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,-0.042713,0.721652,-0.082929,0.361195,0.56331,72.0
1,0.189905,0.083593,0.108181,0.293673,0.476201,84.0
2,0.293309,0.010127,0.246781,0.089451,0.251408,76.0
3,0.304017,0.0042,0.267424,0.086305,0.231356,87.0
4,0.096622,0.367717,-0.018191,0.249818,0.481137,89.0
Mean,0.168228,0.237458,0.104253,0.216088,0.400682,81.6
