fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.290897,0.0,0.365975,0.088652,0.224607,368.0
1,0.377492,0.0,0.39924,0.130939,0.274677,386.0
2,0.525624,0.0,0.560426,0.149779,0.290583,383.0
3,0.468178,0.0,0.487156,0.127488,0.266775,352.0
4,0.415146,0.0,0.396155,0.049358,0.185297,391.0
Mean,0.415467,0.0,0.44179,0.109243,0.248388,376.0
