fold,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,0.752702,-123.82686,0.0,0.617061,0.486118,1.688232,0.921834,206
1,0.715838,-124.460832,0.0,0.537269,0.408992,1.696806,0.929911,206
2,0.53558,-127.560837,0.0,0.45408,0.365364,1.738732,0.983412,206
3,0.671914,-125.216214,0.0,0.55537,0.429974,1.707022,0.96596,206
4,0.671095,-125.230305,0.0,0.478292,0.375885,1.707213,0.950077,206
