fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.728792,0.411157,0.0,0.702395,0.579102,0.582691,0.618196,521.0
1,,0.823454,0.663967,0.0,0.820784,0.690863,0.332341,0.473399,546.0
2,,0.782273,0.578066,0.0,0.779297,0.649162,0.423203,0.53171,519.0
3,,0.490126,0.018127,0.0,0.447731,0.358814,0.745775,0.681546,145.0
4,,0.743892,0.44374,0.0,0.735718,0.608734,0.566977,0.599591,453.0
Mean,,0.7137074,0.42301140000000004,0.0,0.6971849999999999,0.577335,0.5301974,0.5808883999999999,436.8
