fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.760948,0.477658,0.0,0.772242,0.56831,0.520954,0.564777,628.0
1,,0.867692,0.738408,0.0,0.874282,0.688309,0.289826,0.394726,712.0
2,,0.794196,0.588076,0.0,0.819701,0.618448,0.414063,0.486255,719.0
3,,0.706853,0.385322,0.0,0.754806,0.558193,0.643595,0.629724,880.0
4,,0.757717,0.474577,0.0,0.757585,0.556518,0.534781,0.581452,877.0
Mean,,0.7774812,0.5328082000000001,0.0,0.7957232,0.5979556,0.4806438,0.5313868,763.2
