fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.610193,0.261158,0.0,0.68248,0.494243,0.742004,0.711042,672.0
1,,0.888938,0.757578,0.0,0.896852,0.718031,0.254032,0.386248,557.0
2,,0.785326,0.542753,0.0,0.811995,0.612959,0.454835,0.532599,665.0
3,,0.660966,0.241558,0.0,0.676557,0.485832,0.696882,0.697334,533.0
4,,0.552573,0.155916,0.0,0.556367,0.408841,0.893844,0.778514,285.0
Mean,,0.6995992,0.3917926,0.0,0.7248501999999999,0.5439811999999999,0.6083194,0.6211474,542.4
