fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.650463,0.287504,0.0,0.629961,0.51233,0.672644,0.666377,61.0
1,,0.859099,0.704729,0.0,0.869298,0.745477,0.28943,0.417187,60.0
2,,0.810421,0.578945,0.0,0.855209,0.71154,0.449985,0.514862,76.0
3,,0.644892,0.171932,0.0,0.674872,0.529327,0.86931,0.75191,62.0
4,,0.674997,0.273218,0.0,0.776997,0.619036,0.854828,0.744495,53.0
Mean,,0.7279743999999999,0.4032656,0.0,0.7612674,0.6235419999999999,0.6272394,0.6189662,62.4
