fold,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,0.902076,0.784847,0.0,0.87441,0.710624,0.205653,0.349844,3671
1,0.828612,0.534766,0.0,0.791245,0.609281,0.458042,0.551323,3667
2,0.889521,0.751253,0.0,0.867311,0.700042,0.245328,0.392296,3542
3,0.908947,0.785501,0.0,0.893327,0.722745,0.171065,0.323575,2700
4,0.840008,0.581439,0.0,0.802388,0.62327,0.41224,0.517216,3324
