fold,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,0.721686,0.51179,0.0,0.664698,0.490953,0.466654,0.537945,3671
1,0.644751,0.397272,0.0,0.593377,0.431183,0.593412,0.593684,3667
2,0.56141,0.306161,0.0,0.533475,0.379892,0.684304,0.656229,3542
3,0.688886,0.473484,0.0,0.678786,0.493802,0.419901,0.500191,2700
4,0.58828,0.342724,0.0,0.520146,0.372414,0.64735,0.620447,3324
