fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.899838,0.792579,0.0,0.911549,0.794687,0.195819,0.330634,61.0
1,,0.771365,0.479371,0.0,0.876942,0.75011,0.510328,0.549688,60.0
2,,0.879179,0.740777,0.0,0.913009,0.787479,0.277034,0.411168,76.0
3,,0.944629,0.807347,0.0,0.934092,0.829316,0.202248,0.355999,62.0
4,,0.788149,0.504767,0.0,0.893384,0.7575,0.582485,0.598213,53.0
Mean,,0.856632,0.6649682,0.0,0.9057952,0.7838184,0.35358280000000003,0.4491404,62.4
