fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.896339,0.758421,0.0,0.846597,0.672663,0.107387,0.244532,632.0
1,,0.804852,0.472897,0.0,0.706621,0.529767,0.227497,0.34818,522.0
2,,0.885464,0.715534,0.0,0.82028,0.637707,0.114891,0.246905,335.0
3,,0.891357,0.742764,0.0,0.843614,0.670294,0.107539,0.241649,567.0
4,,0.81209,0.519767,0.0,0.740724,0.561707,0.22478,0.346386,572.0
Mean,,0.8580204000000002,0.6418766,0.0,0.7915672,0.6144276,0.15641880000000002,0.2855304,525.6
