fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.859849,0.718528,0.0,0.857363,0.730662,0.278531,0.435245,521.0
1,,0.777996,0.484557,0.0,0.777411,0.648874,0.50978,0.590488,546.0
2,,0.847745,0.693886,0.0,0.847208,0.719422,0.307035,0.45296,519.0
3,,0.815841,0.605551,0.0,0.825016,0.696727,0.299601,0.484652,145.0
4,,0.801991,0.56021,0.0,0.804042,0.675142,0.448263,0.553596,453.0
Mean,,0.8206844,0.6125464,0.0,0.822208,0.6941653999999999,0.368642,0.5033882000000001,436.8
