fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,-0.009324,0.834594,-0.030846,1.150702,1.017904,504.0
1,0.316514,0.0,0.318465,0.332072,0.480244,483.0
2,0.129711,0.004504,0.118778,0.623506,0.688096,478.0
3,0.066735,0.181758,0.064258,1.377095,1.11821,402.0
4,0.040436,0.380235,0.024339,1.065709,0.9708,473.0
Mean,0.108814,0.280218,0.098999,0.909817,0.855051,468.0
