fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.40628,0.0,0.441913,0.003804,0.038487,841.0
1,0.372305,0.0,0.43966,0.003955,0.039665,837.0
2,0.440246,0.0,0.460288,0.002836,0.037324,833.0
3,0.415727,0.0,0.460011,0.003644,0.038534,841.0
4,0.436978,0.0,0.437885,0.00304,0.035183,844.0
Mean,0.414307,0.0,0.447951,0.003456,0.037839,839.2
