epoch,step,train_loss_epoch,train_loss_step,val/mae,val/rmse,val_loss
0,1,,,0.506020724773407,0.5405229330062866,0.506020724773407
0,1,0.5705146193504333,,,,
1,3,,,0.17819280922412872,0.22650101780891418,0.17819282412528992
1,3,0.46146395802497864,,,,
2,5,,,0.36671143770217896,0.4178054630756378,0.36671143770217896
2,5,0.6340140104293823,,,,
3,7,,,0.31328314542770386,0.35613295435905457,0.31328314542770386
3,7,0.2883891463279724,,,,
4,9,,,0.37589389085769653,0.42067021131515503,0.37589389085769653
4,9,0.34542322158813477,,,,
5,11,,,0.3688661754131317,0.41412386298179626,0.3688661754131317
5,11,0.39094680547714233,,,,
6,13,,,0.323246568441391,0.36791589856147766,0.323246568441391
6,13,0.37784215807914734,,,,
7,15,,,0.23360110819339752,0.2709583044052124,0.23360110819339752
7,15,0.3245711624622345,,,,
8,17,,,0.15133747458457947,0.20228782296180725,0.15133747458457947
8,17,0.2116057127714157,,,,
9,19,,,0.22100088000297546,0.26914182305336,0.22100088000297546
9,19,0.18478460609912872,,,,
10,21,,,0.14265169203281403,0.18835042417049408,0.14265169203281403
10,21,0.1967957466840744,,,,
11,23,,,0.16358692944049835,0.20330332219600677,0.16358692944049835
11,23,0.1574714183807373,,,,
12,25,,,0.1700892597436905,0.20850162208080292,0.1700892448425293
12,25,0.1788700520992279,,,,
13,27,,,0.1493762880563736,0.19161288440227509,0.1493762731552124
13,27,0.1728747934103012,,,,
14,29,,,0.14282900094985962,0.1886751502752304,0.14282900094985962
14,29,0.15521657466888428,,,,
15,31,,,0.1588793694972992,0.2067507803440094,0.1588793694972992
15,31,0.14854197204113007,,,,
16,33,,,0.1506766825914383,0.19832418859004974,0.1506766825914383
16,33,0.16212886571884155,,,,
17,35,,,0.13971248269081116,0.18544912338256836,0.13971248269081116
17,35,0.15178392827510834,,,,
18,37,,,0.1415185034275055,0.18633008003234863,0.1415185034275055
18,37,0.1492435336112976,,,,
19,39,,,0.14123506844043732,0.18602435290813446,0.1412350833415985
19,39,0.15321964025497437,,,,
20,41,,,0.13775044679641724,0.18362508714199066,0.13775044679641724
20,41,0.14559292793273926,,,,
21,43,,,0.13918016850948334,0.18551303446292877,0.13918013870716095
21,43,0.14594866335391998,,,,
22,45,,,0.14430353045463562,0.18947531282901764,0.14430353045463562
22,45,0.1485965996980667,,,,
23,47,,,0.14188560843467712,0.18738465011119843,0.14188560843467712
23,47,0.1530448943376541,,,,
24,49,,0.1607096642255783,,,
24,49,,,0.13771989941596985,0.1832941472530365,0.13771988451480865
24,49,0.14743854105472565,,,,
25,51,,,0.13511322438716888,0.1808847039937973,0.13511322438716888
25,51,0.14358893036842346,,,,
26,53,,,0.13475969433784485,0.18022067844867706,0.13475967943668365
26,53,0.13904039561748505,,,,
27,55,,,0.13502371311187744,0.18009503185749054,0.13502371311187744
27,55,0.14358220994472504,,,,
28,57,,,0.1352904736995697,0.18017485737800598,0.1352904736995697
28,57,0.14237353205680847,,,,
29,59,,,0.13545110821723938,0.18014243245124817,0.13545112311840057
29,59,0.14075401425361633,,,,
30,61,,,0.13554272055625916,0.1801317185163498,0.13554272055625916
30,61,0.13772015273571014,,,,
31,63,,,0.1353328377008438,0.1797313392162323,0.1353328377008438
31,63,0.14169229567050934,,,,
32,65,,,0.13509947061538696,0.17922434210777283,0.13509947061538696
32,65,0.14416302740573883,,,,
33,67,,,0.13472232222557068,0.17864391207695007,0.13472232222557068
33,67,0.14023610949516296,,,,
34,69,,,0.13441456854343414,0.17827388644218445,0.13441456854343414
34,69,0.13870638608932495,,,,
35,71,,,0.13417863845825195,0.17799119651317596,0.13417862355709076
35,71,0.14558841288089752,,,,
36,73,,,0.13364171981811523,0.177458718419075,0.13364171981811523
36,73,0.13985174894332886,,,,
37,75,,,0.13391223549842834,0.1771288812160492,0.13391225039958954
37,75,0.13885079324245453,,,,
38,77,,,0.13395962119102478,0.17690356075763702,0.13395962119102478
38,77,0.14144113659858704,,,,
39,79,,,0.13346317410469055,0.1767502725124359,0.13346315920352936
39,79,0.1388804167509079,,,,
40,81,,,0.13306431472301483,0.17693248391151428,0.13306431472301483
40,81,0.14156444370746613,,,,
41,83,,,0.13362592458724976,0.17726027965545654,0.13362592458724976
41,83,0.13892920315265656,,,,
42,85,,,0.13414886593818665,0.17746512591838837,0.13414886593818665
42,85,0.14481686055660248,,,,
43,87,,,0.13398778438568115,0.17726753652095795,0.13398778438568115
43,87,0.14086881279945374,,,,
44,89,,,0.13371989130973816,0.17704305052757263,0.13371987640857697
44,89,0.1346198171377182,,,,
45,91,,,0.13339763879776,0.17671635746955872,0.13339763879776
45,91,0.13602200150489807,,,,
46,93,,,0.13322080671787262,0.1766093224287033,0.1332208216190338
46,93,0.13724879920482635,,,,
47,95,,,0.1332416832447052,0.17661111056804657,0.133241668343544
47,95,0.14056305587291718,,,,
48,97,,,0.13342030346393585,0.17667168378829956,0.13342028856277466
48,97,0.1399211585521698,,,,
49,99,,0.15050342679023743,,,
49,99,,,0.13377201557159424,0.1767793595790863,0.13377201557159424
49,99,0.13774636387825012,,,,
