fold,pearson,r2,spearman,mse,mae,n_vals,note
0,0.8884631209258258,0.4119033095689213,0.8737281282124609,0.02153875021215637,0.09180824882500001,24.0,
1,0.9286843166276589,0.6018047135535765,0.868846313646517,0.01758059340863724,0.08880431946666667,24.0,
2,0.9580008697135853,0.6400023606529209,0.8702262480862495,0.011078565576110162,0.06801517683125,16.0,
3,0.8814808252138426,0.37424093890107113,0.9128958191479275,0.02608266995925423,0.11686213959583332,24.0,
4,0.9013099572283656,0.5685053214087639,0.837838346603711,0.01905262224607939,0.09234163835833333,24.0,
Mean,0.9115878179418557,0.5192913288170506,0.8727069711393731,0.019066640280447477,0.09156630461541666,22.4,
