fold,pearson,r2,spearman,mse,mae,n_vals,note
0,0.610539894817677,0.24154744037971565,0.4801832750468579,0.0389528227188341,0.13901259026875,48.0,
1,0.7160077525393536,0.3300471145636984,0.6153493058056925,0.03778595201280992,0.1614613783622222,45.0,
2,0.6606385773910923,0.27377023436529657,0.5992552419871229,0.03784740420228373,0.147405351348,50.0,
3,0.587076275864264,0.11747294596880098,0.529605244357103,0.04925415736039218,0.18101368046875,48.0,
4,0.7136719550405578,0.364951709150096,0.6601085475591689,0.02727077571319224,0.1261911106777778,45.0,
Mean,0.657586891130589,0.26555788888552156,0.576900322951189,0.038222222401502436,0.1510168222251,47.2,
